gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,conm,curcd,at,emp,ni,revt,costat,gind,gsector
001300,2022-12-31,2022,INDL,C,D,STD,HONEYWELL INTERNATIONAL INC,USD,62275.0000,97.0000,4966.0000,35466.0000,A,201050,20
001300,2023-12-31,2023,INDL,C,D,STD,HONEYWELL INTERNATIONAL INC,USD,61525.0000,95.0000,5658.0000,36662.0000,A,201050,20
001447,2015-12-31,2015,FS,C,D,STD,AMERICAN EXPRESS CO,USD,161184.0000,54.8000,,34441.0000,A,402020,40
001447,2015-12-31,2015,INDL,C,D,STD,AMERICAN EXPRESS CO,USD,161184.0000,54.8000,5163.0000,34441.0000,A,402020,40
001447,2016-12-31,2016,FS,C,D,STD,AMERICAN EXPRESS CO,USD,158893.0000,56.4000,,33823.0000,A,402020,40
001447,2016-12-31,2016,INDL,C,D,STD,AMERICAN EXPRESS CO,USD,158893.0000,56.4000,5408.0000,33823.0000,A,402020,40
001447,2017-12-31,2017,FS,C,D,STD,AMERICAN EXPRESS CO,USD,181159.0000,55.0000,,35583.0000,A,402020,40
001447,2017-12-31,2017,INDL,C,D,STD,AMERICAN EXPRESS CO,USD,181159.0000,55.0000,2736.0000,35583.0000,A,402020,40
001447,2018-12-31,2018,FS,C,D,STD,AMERICAN EXPRESS CO,USD,188602.0000,59.0000,,43281.0000,A,402020,40
001447,2018-12-31,2018,INDL,C,D,STD,AMERICAN EXPRESS CO,USD,188602.0000,59.0000,6921.0000,43281.0000,A,402020,40
001447,2019-12-31,2019,FS,C,D,STD,AMERICAN EXPRESS CO,USD,198321.0000,64.5000,,47020.0000,A,402020,40
001447,2019-12-31,2019,INDL,C,D,STD,AMERICAN EXPRESS CO,USD,198321.0000,64.5000,6759.0000,47020.0000,A,402020,40
001447,2020-12-31,2020,FS,C,D,STD,AMERICAN EXPRESS CO,USD,191367.0000,63.7000,,38185.0000,A,402020,40
001447,2020-12-31,2020,INDL,C,D,STD,AMERICAN EXPRESS CO,USD,191367.0000,63.7000,3135.0000,38185.0000,A,402020,40
001447,2021-12-31,2021,FS,C,D,STD,AMERICAN EXPRESS CO,USD,188548.0000,64.0000,,44430.0000,A,402020,40
001447,2021-12-31,2021,INDL,C,D,STD,AMERICAN EXPRESS CO,USD,188548.0000,64.0000,8060.0000,43663.0000,A,402020,40
001447,2022-12-31,2022,FS,C,D,STD,AMERICAN EXPRESS CO,USD,228354.0000,77.3000,,55323.0000,A,402020,40
001447,2022-12-31,2022,INDL,C,D,STD,AMERICAN EXPRESS CO,USD,228354.0000,77.3000,7514.0000,55625.0000,A,402020,40
001447,2023-12-31,2023,FS,C,D,STD,AMERICAN EXPRESS CO,USD,261108.0000,74.6000,,67212.0000,A,402020,40
001447,2023-12-31,2023,INDL,C,D,STD,AMERICAN EXPRESS CO,USD,261108.0000,74.6000,8374.0000,67364.0000,A,402020,40
001487,2015-12-31,2015,FS,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,496943.0000,66.4000,,58750.0000,A,403010,40
001487,2015-12-31,2015,INDL,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,496943.0000,66.4000,2196.0000,57817.0000,A,403010,40
001487,2016-12-31,2016,FS,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,498264.0000,56.4000,,53321.0000,A,403010,40
001487,2016-12-31,2016,INDL,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,498264.0000,56.4000,-849.0000,53549.0000,A,403010,40
001487,2017-12-31,2017,FS,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,498301.0000,49.8000,,50081.0000,A,403010,40
001487,2017-12-31,2017,INDL,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,498301.0000,49.8000,-6084.0000,49004.0000,A,403010,40
001487,2018-12-31,2018,FS,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,491984.0000,49.6000,,47909.0000,A,403010,40
001487,2018-12-31,2018,INDL,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,491984.0000,49.6000,-6.0000,47560.0000,A,403010,40
001487,2019-12-31,2019,FS,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,525064.0000,46.0000,,49987.0000,A,403010,40
001487,2019-12-31,2019,INDL,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,525064.0000,46.0000,3348.0000,49310.0000,A,403010,40
001487,2020-12-31,2020,FS,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,586481.0000,45.0000,,44379.0000,A,403010,40
001487,2020-12-31,2020,INDL,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,586481.0000,45.0000,-5944.0000,43358.0000,A,403010,40
001487,2021-12-31,2021,FS,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,596112.0000,36.6000,,52521.0000,A,403010,40
001487,2021-12-31,2021,INDL,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,596112.0000,36.6000,9388.0000,52046.0000,A,403010,40
001487,2022-12-31,2022,FS,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,526634.0000,26.2000,,56879.0000,A,403010,40
001487,2022-12-31,2022,INDL,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,526634.0000,26.2000,10276.0000,56332.0000,A,403010,40
001487,2023-12-31,2023,FS,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,539306.0000,25.2000,,48230.0000,A,403010,40
001487,2023-12-31,2023,INDL,C,D,STD,AMERICAN INTERNATIONAL GROUP,USD,539306.0000,25.2000,3643.0000,46682.0000,A,403010,40
001602,2015-12-31,2015,INDL,C,D,STD,AMGEN INC,USD,71576.0000,17.9000,6939.0000,21662.0000,A,352010,35
001602,2016-12-31,2016,INDL,C,D,STD,AMGEN INC,USD,77626.0000,19.2000,7722.0000,22991.0000,A,352010,35
001602,2017-12-31,2017,INDL,C,D,STD,AMGEN INC,USD,79954.0000,20.8000,1979.0000,22849.0000,A,352010,35
001602,2018-12-31,2018,INDL,C,D,STD,AMGEN INC,USD,66416.0000,21.5000,8394.0000,23747.0000,A,352010,35
001602,2019-12-31,2019,INDL,C,D,STD,AMGEN INC,USD,59707.0000,23.4000,7842.0000,23362.0000,A,352010,35
001602,2020-12-31,2020,INDL,C,D,STD,AMGEN INC,USD,62948.0000,24.3000,7264.0000,25424.0000,A,352010,35
001602,2021-12-31,2021,INDL,C,D,STD,AMGEN INC,USD,61165.0000,24.2000,5893.0000,25979.0000,A,352010,35
001602,2022-12-31,2022,INDL,C,D,STD,AMGEN INC,USD,65121.0000,25.2000,6552.0000,26323.0000,A,352010,35
001602,2023-12-31,2023,INDL,C,D,STD,AMGEN INC,USD,97154.0000,26.7000,6717.0000,28190.0000,A,352010,35
001690,2015-09-30,2015,INDL,C,D,STD,APPLE INC,USD,290479.0000,110.0000,53394.0000,233715.0000,A,452020,45
001690,2016-09-30,2016,INDL,C,D,STD,APPLE INC,USD,321686.0000,116.0000,45687.0000,215091.0000,A,452020,45
001690,2017-09-30,2017,INDL,C,D,STD,APPLE INC,USD,375319.0000,123.0000,48351.0000,229234.0000,A,452020,45
001690,2018-09-30,2018,INDL,C,D,STD,APPLE INC,USD,365725.0000,132.0000,59531.0000,265359.0000,A,452020,45
001690,2019-09-30,2019,INDL,C,D,STD,APPLE INC,USD,338516.0000,137.0000,55256.0000,260174.0000,A,452020,45
001690,2020-09-30,2020,INDL,C,D,STD,APPLE INC,USD,323888.0000,147.0000,57411.0000,274515.0000,A,452020,45
001690,2021-09-30,2021,INDL,C,D,STD,APPLE INC,USD,351002.0000,154.0000,94680.0000,365817.0000,A,452020,45
001690,2022-09-30,2022,INDL,C,D,STD,APPLE INC,USD,352755.0000,164.0000,99803.0000,394328.0000,A,452020,45
001690,2023-09-30,2023,INDL,C,D,STD,APPLE INC,USD,352583.0000,161.0000,96995.0000,383285.0000,A,452020,45
001722,2015-12-31,2015,INDL,C,D,STD,ARCHER-DANIELS-MIDLAND CO,USD,40157.0000,32.3000,1849.0000,67702.0000,A,302020,30
001722,2016-12-31,2016,INDL,C,D,STD,ARCHER-DANIELS-MIDLAND CO,USD,39769.0000,31.8000,1279.0000,62346.0000,A,302020,30
001722,2017-12-31,2017,INDL,C,D,STD,ARCHER-DANIELS-MIDLAND CO,USD,39963.0000,31.3000,1595.0000,60828.0000,A,302020,30
001722,2018-12-31,2018,INDL,C,D,STD,ARCHER-DANIELS-MIDLAND CO,USD,40833.0000,31.6000,1810.0000,64341.0000,A,302020,30
001722,2019-12-31,2019,INDL,C,D,STD,ARCHER-DANIELS-MIDLAND CO,USD,43997.0000,38.1000,1379.0000,64656.0000,A,302020,30
001722,2020-12-31,2020,INDL,C,D,STD,ARCHER-DANIELS-MIDLAND CO,USD,49719.0000,39.0880,1772.0000,64355.0000,A,302020,30
001722,2021-12-31,2021,INDL,C,D,STD,ARCHER-DANIELS-MIDLAND CO,USD,56136.0000,40.7390,2709.0000,85249.0000,A,302020,30
001722,2022-12-31,2022,INDL,C,D,STD,ARCHER-DANIELS-MIDLAND CO,USD,59774.0000,42.0010,4340.0000,101556.0000,A,302020,30
001722,2023-12-31,2023,INDL,C,D,STD,ARCHER-DANIELS-MIDLAND CO,USD,54631.0000,41.8020,3483.0000,93935.0000,A,302020,30
001773,2015-12-31,2015,INDL,C,D,STD,ARROW ELECTRONICS INC,USD,13021.9300,18.5000,497.7260,23282.0200,A,452030,45
001773,2016-12-31,2016,INDL,C,D,STD,ARROW ELECTRONICS INC,USD,14206.3660,18.7000,522.7500,23825.2610,A,452030,45
001773,2017-12-31,2017,INDL,C,D,STD,ARROW ELECTRONICS INC,USD,16462.8090,18.8000,401.9620,26812.5080,A,452030,45
001773,2018-12-31,2018,INDL,C,D,STD,ARROW ELECTRONICS INC,USD,17784.4450,20.1000,716.1950,29676.7680,A,452030,45
001773,2019-12-31,2019,INDL,C,D,STD,ARROW ELECTRONICS INC,USD,16400.7960,19.3000,-204.0870,28916.8470,A,452030,45
001773,2020-12-31,2020,INDL,C,D,STD,ARROW ELECTRONICS INC,USD,17053.9110,19.6000,584.4380,28673.3630,A,452030,45
001773,2021-12-31,2021,INDL,C,D,STD,ARROW ELECTRONICS INC,USD,19535.5400,20.7000,1108.1970,34477.0180,A,452030,45
001773,2022-12-31,2022,INDL,C,D,STD,ARROW ELECTRONICS INC,USD,21763.1820,22.3000,1426.8840,37124.4220,A,452030,45
001773,2023-12-31,2023,INDL,C,D,STD,ARROW ELECTRONICS INC,USD,21726.1680,22.1000,903.5050,33107.1200,A,452030,45
002184,2015-01-31,2014,INDL,C,D,STD,BEST BUY CO INC,USD,15256.0000,125.0000,1233.0000,40339.0000,A,255040,25
002184,2016-01-31,2015,INDL,C,D,STD,BEST BUY CO INC,USD,13519.0000,125.0000,897.0000,39528.0000,A,255040,25
002184,2017-01-31,2016,INDL,C,D,STD,BEST BUY CO INC,USD,13856.0000,125.0000,1228.0000,39403.0000,A,255040,25
002184,2018-01-31,2017,INDL,C,D,STD,BEST BUY CO INC,USD,13049.0000,125.0000,1000.0000,42151.0000,A,255040,25
002184,2019-01-31,2018,INDL,C,D,STD,BEST BUY CO INC,USD,12901.0000,125.0000,1464.0000,42879.0000,A,255040,25
002184,2020-01-31,2019,INDL,C,D,STD,BEST BUY CO INC,USD,15591.0000,125.0000,1541.0000,43638.0000,A,255040,25
002184,2021-01-31,2020,INDL,C,D,STD,BEST BUY CO INC,USD,19067.0000,102.0000,1798.0000,47262.0000,A,255040,25
002184,2022-01-31,2021,INDL,C,D,STD,BEST BUY CO INC,USD,17504.0000,105.0000,2454.0000,51761.0000,A,255040,25
002184,2023-01-31,2022,INDL,C,D,STD,BEST BUY CO INC,USD,15803.0000,90.0000,1419.0000,46298.0000,A,255040,25
002184,2024-01-31,2023,INDL,C,D,STD,BEST BUY CO INC,USD,14967.0000,85.0000,1241.0000,43452.0000,A,255040,25
002285,2015-12-31,2015,INDL,C,D,STD,BOEING CO,USD,94408.0000,161.4000,5176.0000,96114.0000,A,201010,20
002285,2016-12-31,2016,INDL,C,D,STD,BOEING CO,USD,89997.0000,150.5000,4895.0000,94571.0000,A,201010,20
002285,2017-12-31,2017,INDL,C,D,STD,BOEING CO,USD,92333.0000,140.8000,8197.0000,93392.0000,A,201010,20
002285,2018-12-31,2018,INDL,C,D,STD,BOEING CO,USD,117359.0000,153.0000,10460.0000,101127.0000,A,201010,20
002285,2019-12-31,2019,INDL,C,D,STD,BOEING CO,USD,133625.0000,161.1000,-636.0000,84818.0000,A,201010,20
002285,2020-12-31,2020,INDL,C,D,STD,BOEING CO,USD,152136.0000,141.0000,-11873.0000,58656.0000,A,201010,20
002285,2021-12-31,2021,INDL,C,D,STD,BOEING CO,USD,138552.0000,142.0000,-4202.0000,62272.0000,A,201010,20
002285,2022-12-31,2022,INDL,C,D,STD,BOEING CO,USD,137100.0000,156.0000,-4935.0000,66608.0000,A,201010,20
002285,2023-12-31,2023,INDL,C,D,STD,BOEING CO,USD,137012.0000,171.0000,-2222.0000,77794.0000,A,201010,20
002403,2015-12-31,2015,INDL,C,D,STD,BRISTOL-MYERS SQUIBB CO,USD,31748.0000,25.0000,1565.0000,16560.0000,A,352020,35
002403,2016-12-31,2016,INDL,C,D,STD,BRISTOL-MYERS SQUIBB CO,USD,33707.0000,25.0000,4457.0000,19427.0000,A,352020,35
002403,2017-12-31,2017,INDL,C,D,STD,BRISTOL-MYERS SQUIBB CO,USD,33551.0000,23.7000,1007.0000,20776.0000,A,352020,35
002403,2018-12-31,2018,INDL,C,D,STD,BRISTOL-MYERS SQUIBB CO,USD,34986.0000,23.3000,4920.0000,22561.0000,A,352020,35
002403,2019-12-31,2019,INDL,C,D,STD,BRISTOL-MYERS SQUIBB CO,USD,129944.0000,30.0000,3439.0000,26145.0000,A,352020,35
002403,2020-12-31,2020,INDL,C,D,STD,BRISTOL-MYERS SQUIBB CO,USD,118481.0000,30.2500,-9015.0000,42518.0000,A,352020,35
002403,2021-12-31,2021,INDL,C,D,STD,BRISTOL-MYERS SQUIBB CO,USD,109314.0000,32.2000,6994.0000,46385.0000,A,352020,35
002403,2022-12-31,2022,INDL,C,D,STD,BRISTOL-MYERS SQUIBB CO,USD,96820.0000,34.3000,6327.0000,46159.0000,A,352020,35
002403,2023-12-31,2023,INDL,C,D,STD,BRISTOL-MYERS SQUIBB CO,USD,95159.0000,34.1000,8025.0000,45006.0000,A,352020,35
002547,2015-12-31,2015,FS,C,D,STD,CIGNA GROUP (THE),USD,57088.0000,39.3000,,37919.0000,A,351020,35
002547,2015-12-31,2015,INDL,C,D,STD,CIGNA GROUP (THE),USD,57088.0000,39.3000,2094.0000,37876.0000,A,351020,35
002547,2016-12-31,2016,FS,C,D,STD,CIGNA GROUP (THE),USD,59360.0000,41.0000,,39711.0000,A,351020,35
002547,2016-12-31,2016,INDL,C,D,STD,CIGNA GROUP (THE),USD,59360.0000,41.0000,1867.0000,39668.0000,A,351020,35
002547,2017-12-31,2017,FS,C,D,STD,CIGNA GROUP (THE),USD,61753.0000,46.0000,,41666.0000,A,351020,35
002547,2017-12-31,2017,INDL,C,D,STD,CIGNA GROUP (THE),USD,61753.0000,46.0000,2237.0000,41616.0000,A,351020,35
002547,2018-12-31,2018,FS,C,D,STD,CIGNA GROUP (THE),USD,153226.0000,73.8000,,48501.0000,A,351020,35
002547,2018-12-31,2018,INDL,C,D,STD,CIGNA GROUP (THE),USD,153226.0000,73.8000,2637.0000,48489.0000,A,351020,35
002547,2019-12-31,2019,FS,C,D,STD,CIGNA GROUP (THE),USD,155774.0000,73.7000,,153796.0000,A,351020,35
002547,2019-12-31,2019,INDL,C,D,STD,CIGNA GROUP (THE),USD,155774.0000,73.7000,5104.0000,153699.0000,A,351020,35
002547,2020-12-31,2020,FS,C,D,STD,CIGNA GROUP (THE),USD,155451.0000,73.7000,,160398.0000,A,351020,35
002547,2020-12-31,2020,INDL,C,D,STD,CIGNA GROUP (THE),USD,155451.0000,73.7000,8458.0000,160216.0000,A,351020,35
002547,2021-12-31,2021,FS,C,D,STD,CIGNA GROUP (THE),USD,154889.0000,73.7000,,174333.0000,A,351020,35
002547,2021-12-31,2021,INDL,C,D,STD,CIGNA GROUP (THE),USD,154889.0000,73.7000,5365.0000,174274.0000,A,351020,35
002547,2022-12-31,2022,FS,C,D,STD,CIGNA GROUP (THE),USD,143932.0000,71.3000,,180075.0000,A,351020,35
002547,2022-12-31,2022,INDL,C,D,STD,CIGNA GROUP (THE),USD,143932.0000,71.3000,6668.0000,180147.0000,A,351020,35
002547,2023-12-31,2023,FS,C,D,STD,CIGNA GROUP (THE),USD,152761.0000,72.5000,,195231.0000,A,351020,35
002547,2023-12-31,2023,INDL,C,D,STD,CIGNA GROUP (THE),USD,152761.0000,72.5000,5164.0000,195244.0000,A,351020,35
002751,2015-06-30,2015,INDL,C,D,STD,CARDINAL HEALTH INC,USD,30142.0000,34.5000,1215.0000,102531.0000,A,351020,35
002751,2016-06-30,2016,INDL,C,D,STD,CARDINAL HEALTH INC,USD,34122.0000,37.3000,1427.0000,121546.0000,A,351020,35
002751,2017-06-30,2017,INDL,C,D,STD,CARDINAL HEALTH INC,USD,40112.0000,40.4000,1288.0000,129976.0000,A,351020,35
002751,2018-06-30,2018,INDL,C,D,STD,CARDINAL HEALTH INC,USD,39951.0000,50.2000,256.0000,136809.0000,A,351020,35
002751,2019-06-30,2019,INDL,C,D,STD,CARDINAL HEALTH INC,USD,40963.0000,49.5000,1363.0000,145534.0000,A,351020,35
002751,2020-06-30,2020,INDL,C,D,STD,CARDINAL HEALTH INC,USD,40766.0000,48.0000,-3696.0000,152922.0000,A,351020,35
002751,2021-06-30,2021,INDL,C,D,STD,CARDINAL HEALTH INC,USD,44453.0000,47.3000,611.0000,162467.0000,A,351020,35
002751,2022-06-30,2022,INDL,C,D,STD,CARDINAL HEALTH INC,USD,43878.0000,46.5000,-933.0000,181364.0000,A,351020,35
002751,2023-06-30,2023,INDL,C,D,STD,CARDINAL HEALTH INC,USD,43417.0000,48.0000,261.0000,205012.0000,A,351020,35
002817,2015-12-31,2015,INDL,C,D,STD,CATERPILLAR INC,USD,78497.0000,105.7000,2102.0000,47011.0000,A,201060,20
002817,2016-12-31,2016,INDL,C,D,STD,CATERPILLAR INC,USD,74704.0000,95.4000,-67.0000,38537.0000,A,201060,20
002817,2017-12-31,2017,INDL,C,D,STD,CATERPILLAR INC,USD,76962.0000,98.4000,754.0000,45462.0000,A,201060,20
002817,2018-12-31,2018,INDL,C,D,STD,CATERPILLAR INC,USD,78509.0000,104.0000,6147.0000,54722.0000,A,201060,20
002817,2019-12-31,2019,INDL,C,D,STD,CATERPILLAR INC,USD,78453.0000,102.3000,6093.0000,53800.0000,A,201060,20
002817,2020-12-31,2020,INDL,C,D,STD,CATERPILLAR INC,USD,78324.0000,97.3000,2998.0000,41748.0000,A,201060,20
002817,2021-12-31,2021,INDL,C,D,STD,CATERPILLAR INC,USD,82793.0000,107.7000,6489.0000,50971.0000,A,201060,20
002817,2022-12-31,2022,INDL,C,D,STD,CATERPILLAR INC,USD,81943.0000,109.1000,6705.0000,59427.0000,A,201060,20
002817,2023-12-31,2023,INDL,C,D,STD,CATERPILLAR INC,USD,87476.0000,113.2000,10335.0000,67060.0000,A,201060,20
002968,2015-12-31,2015,FS,C,D,STD,JPMORGAN CHASE & CO,USD,2351698.0000,234.5980,,100492.0000,A,401010,40
002968,2015-12-31,2015,INDL,C,D,STD,JPMORGAN CHASE & CO,USD,2351698.0000,234.5980,24442.0000,100492.0000,A,401010,40
002968,2016-12-31,2016,FS,C,D,STD,JPMORGAN CHASE & CO,USD,2490972.0000,243.3550,,105486.0000,A,401010,40
002968,2016-12-31,2016,INDL,C,D,STD,JPMORGAN CHASE & CO,USD,2490972.0000,243.3550,24733.0000,105486.0000,A,401010,40
002968,2017-12-31,2017,FS,C,D,STD,JPMORGAN CHASE & CO,USD,2533600.0000,252.5390,,113254.0000,A,401010,40
002968,2017-12-31,2017,INDL,C,D,STD,JPMORGAN CHASE & CO,USD,2533600.0000,252.5390,24441.0000,113254.0000,A,401010,40
002968,2018-12-31,2018,FS,C,D,STD,JPMORGAN CHASE & CO,USD,2622532.0000,256.1050,,131412.0000,A,401010,40
002968,2018-12-31,2018,INDL,C,D,STD,JPMORGAN CHASE & CO,USD,2622532.0000,256.1050,32474.0000,131412.0000,A,401010,40
002968,2019-12-31,2019,FS,C,D,STD,JPMORGAN CHASE & CO,USD,2687379.0000,256.9810,,142422.0000,A,401010,40
002968,2019-12-31,2019,INDL,C,D,STD,JPMORGAN CHASE & CO,USD,2687379.0000,256.9810,36431.0000,142422.0000,A,401010,40
002968,2020-12-31,2020,FS,C,D,STD,JPMORGAN CHASE & CO,USD,3386071.0000,255.3510,,129503.0000,A,401010,40
002968,2020-12-31,2020,INDL,C,D,STD,JPMORGAN CHASE & CO,USD,3386071.0000,255.3510,29131.0000,129503.0000,A,401010,40
002968,2021-12-31,2021,FS,C,D,STD,JPMORGAN CHASE & CO,USD,3743567.0000,271.0250,,127202.0000,A,401010,40
002968,2021-12-31,2021,INDL,C,D,STD,JPMORGAN CHASE & CO,USD,3743567.0000,271.0250,48334.0000,127202.0000,A,401010,40
002968,2022-12-31,2022,FS,C,D,STD,JPMORGAN CHASE & CO,USD,3665743.0000,293.7230,,154792.0000,A,401010,40
002968,2022-12-31,2022,INDL,C,D,STD,JPMORGAN CHASE & CO,USD,3665743.0000,293.7230,37676.0000,154792.0000,A,401010,40
002968,2023-12-31,2023,FS,C,D,STD,JPMORGAN CHASE & CO,USD,3875393.0000,309.9260,,236311.0000,A,401010,40
002968,2023-12-31,2023,INDL,C,D,STD,JPMORGAN CHASE & CO,USD,3875393.0000,309.9260,49552.0000,236311.0000,A,401010,40
002991,2015-12-31,2015,INDL,C,D,STD,CHEVRON CORP,USD,266103.0000,61.5000,4587.0000,122566.0000,A,101020,10
002991,2016-12-31,2016,INDL,C,D,STD,CHEVRON CORP,USD,260078.0000,55.2000,-497.0000,103310.0000,A,101020,10
002991,2017-12-31,2017,INDL,C,D,STD,CHEVRON CORP,USD,253806.0000,51.9000,9195.0000,127485.0000,A,101020,10
002991,2018-12-31,2018,INDL,C,D,STD,CHEVRON CORP,USD,253863.0000,48.6000,14824.0000,158902.0000,A,101020,10
002991,2019-12-31,2019,INDL,C,D,STD,CHEVRON CORP,USD,237428.0000,48.2000,2924.0000,139865.0000,A,101020,10
002991,2020-12-31,2020,INDL,C,D,STD,CHEVRON CORP,USD,239790.0000,47.7360,-5543.0000,94471.0000,A,101020,10
002991,2021-12-31,2021,INDL,C,D,STD,CHEVRON CORP,USD,239535.0000,42.5950,15625.0000,155606.0000,A,101020,10
002991,2022-12-31,2022,INDL,C,D,STD,CHEVRON CORP,USD,257709.0000,43.8460,35465.0000,235717.0000,A,101020,10
002991,2023-12-31,2023,INDL,C,D,STD,CHEVRON CORP,USD,261632.0000,45.6000,21369.0000,196913.0000,A,101020,10
003144,2015-12-31,2015,INDL,C,D,STD,COCA-COLA CO,USD,90093.0000,123.2000,7351.0000,44294.0000,A,302010,30
003144,2016-12-31,2016,INDL,C,D,STD,COCA-COLA CO,USD,87270.0000,100.3000,6527.0000,41863.0000,A,302010,30
003144,2017-12-31,2017,INDL,C,D,STD,COCA-COLA CO,USD,87896.0000,61.8000,1248.0000,35410.0000,A,302010,30
003144,2018-12-31,2018,INDL,C,D,STD,COCA-COLA CO,USD,83216.0000,62.6000,6434.0000,31856.0000,A,302010,30
003144,2019-12-31,2019,INDL,C,D,STD,COCA-COLA CO,USD,86381.0000,86.2000,8920.0000,37266.0000,A,302010,30
003144,2020-12-31,2020,INDL,C,D,STD,COCA-COLA CO,USD,87296.0000,80.3000,7747.0000,33014.0000,A,302010,30
003144,2021-12-31,2021,INDL,C,D,STD,COCA-COLA CO,USD,94354.0000,79.0000,9771.0000,38655.0000,A,302010,30
003144,2022-12-31,2022,INDL,C,D,STD,COCA-COLA CO,USD,92763.0000,82.5000,9542.0000,43004.0000,A,302010,30
003144,2023-12-31,2023,INDL,C,D,STD,COCA-COLA CO,USD,97703.0000,79.1000,10714.0000,45754.0000,A,302010,30
003226,2015-12-31,2015,INDL,C,D,STD,COMCAST CORP,USD,166574.0000,153.0000,8163.0000,74510.0000,A,502010,50
003226,2016-12-31,2016,INDL,C,D,STD,COMCAST CORP,USD,180500.0000,159.0000,8695.0000,80403.0000,A,502010,50
003226,2017-12-31,2017,INDL,C,D,STD,COMCAST CORP,USD,186949.0000,164.0000,22714.0000,84526.0000,A,502010,50
003226,2018-12-31,2018,INDL,C,D,STD,COMCAST CORP,USD,251684.0000,184.0000,11731.0000,94507.0000,A,502010,50
003226,2019-12-31,2019,INDL,C,D,STD,COMCAST CORP,USD,263414.0000,190.0000,13057.0000,108942.0000,A,502010,50
003226,2020-12-31,2020,INDL,C,D,STD,COMCAST CORP,USD,273869.0000,168.0000,10534.0000,103564.0000,A,502010,50
003226,2021-12-31,2021,INDL,C,D,STD,COMCAST CORP,USD,275905.0000,189.0000,14159.0000,116385.0000,A,502010,50
003226,2022-12-31,2022,INDL,C,D,STD,COMCAST CORP,USD,257275.0000,186.0000,5370.0000,121427.0000,A,502010,50
003226,2023-12-31,2023,INDL,C,D,STD,COMCAST CORP,USD,264811.0000,186.0000,15388.0000,121572.0000,A,502010,50
